,execution_id,classification_time,load_time,reduce_time,transform_time,reduce_on,classifier,reducer,transforms,number runs,reducer_datasets,train_datasets,test_datasets,umap components,use accel-x,use accel-y,use accel-z,use gyro-x,use gyro-y,use gyro-z,kuhar - reduce,motionsense - reduce,wisdm - reduce,uci - reduce,realworld - reduce,extrasensory - reduce,kuhar - train,motionsense - train,wisdm - train,uci - train,realworld - train,extrasensory - train,kuhar - test,motionsense - test,wisdm - test,uci - test,realworld - test,extrasensory - test,accuracy (mean),accuracy (std),f1-score macro (mean),f1-score macro (std),f1-score micro (mean),f1-score micro (std),f1-score weighted (mean),f1-score weighted (std)
4993,13089,22.57818078994751,13.303150653839111,73.66184115409851,2.1219253540039062e-05,all,randomforest-100,umap-5-all,with_fft_all.0,5,realworld,wisdm,realworld,5,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.32656626506024095,0.001740860787284592,0.22317238325080666,0.0019568410294445236,0.32656626506024095,0.001740860787284592,0.26036778045927444,0.0022829812010185992
4994,6552,12.28142786026001,15.988299369812012,120.63960838317871,2.5272369384765625e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, motionsense","kuhar, realworld",wisdm,3,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.33553566728086337,0.00241481335955352,0.2638830301743522,0.001067968267114797,0.33553566728086337,0.00241481335955352,0.36929272721521295,0.0014551013081038507
4995,3994,28.565484762191772,16.905473470687866,82.37781500816345,2.47955322265625e-05,all,randomforest-100,umap-3-all,no_transform.0,5,motionsense,wisdm,motionsense,3,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.4010342084327765,0.0019752918087406804,0.2998865809612675,0.0015752764504419147,0.4010342084327765,0.0019752918087406804,0.3498676777881454,0.0018378225255155792
4996,1867,5.424070119857788,30.455873012542725,47.75076150894165,2.8133392333984375e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,wisdm,kuhar,wisdm,2,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.33729928928665437,0.008443870405033227,0.24031305875213768,0.003509228110258563,0.33729928928665437,0.008443870405033227,0.33585582163315264,0.004793433924027796
4997,4689,12.271582126617432,17.326658964157104,96.07160091400146,2.574920654296875e-05,all,randomforest-100,umap-3-all,no_transform.0,5,realworld,"kuhar, realworld",kuhar,3,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0.5281547619047618,0.0033912903650581104,0.5354365100961271,0.0033315598362641833,0.5281547619047618,0.0033912903650581104,0.5354365100961271,0.0033315598362641534
4998,3036,15.569872379302979,30.9036123752594,216.0290195941925,2.956390380859375e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,wisdm,"kuhar, realworld",extrasensory,2,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.033559836917419456,0.0005610797712164562,0.03046219807418853,0.0003959249008875055,0.033559836917419456,0.0005610797712164562,0.023962291444329653,0.0003212372988809884
4999,7629,34.23797821998596,12.921281576156616,154.9571192264557,2.3365020751953125e-05,all,randomforest-100,umap-4-all,no_transform.0,5,realworld,wisdm,wisdm,4,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.6173466701763621,0.0011069633405272129,0.62071338597189,0.001249849575128279,0.6173466701763621,0.0011069633405272129,0.6193160990207721,0.001251414787239082
5000,3967,15.623836755752563,22.499435424804688,48.442553758621216,2.7179718017578125e-05,all,randomforest-100,umap-3-all,no_transform.0,5,wisdm,wisdm,kuhar,3,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.30178571428571427,0.002532386593593163,0.22790769888838672,0.0014070274280010592,0.30178571428571427,0.002532386593593163,0.2658923153697845,0.0016415319993345829
5001,1429,24.96310830116272,18.769858360290527,190.59219551086426,2.6702880859375e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, realworld","motionsense, wisdm",extrasensory,2,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,0.4303461507714446,0.03869237785086231,0.1028340445796913,0.005670022144831785,0.4303461507714446,0.0386923778508623,0.5669130229189762,0.03472339356369629
5002,2616,22.447258472442627,24.828125953674316,111.54603862762451,3.719329833984375e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,wisdm,"kuhar, motionsense",uci,2,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.4364788732394366,0.0022224977236703714,0.3644751089462852,0.001929693563380095,0.4364788732394366,0.0022224977236703714,0.43737013073554226,0.0023156322760561425
5003,9738,11.527954339981079,21.414650201797485,55.71029567718506,2.86102294921875e-05,all,randomforest-100,umap-4-all,with_fft_all.0,5,"kuhar, realworld","kuhar, motionsense",kuhar,4,True,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,0.7850595238095238,0.0030549112905610223,0.7839139531988755,0.0031440887965579873,0.7850595238095237,0.0030549112905609932,0.7839139531988755,0.0031440887965579873
5004,5940,7.923976421356201,29.40133500099182,111.89667463302612,2.86102294921875e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,kuhar,realworld,kuhar,3,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.40940476190476194,0.001791656778963376,0.39655652450927675,0.0035353455656451276,0.40940476190476194,0.001791656778963376,0.39655652450927675,0.003535345565645143
5005,1789,31.040956735610962,18.516197681427002,169.9199116230011,2.5510787963867188e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, realworld","wisdm, realworld",extrasensory,2,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0.4973858821648413,0.0009151925776937185,0.1147937319915819,0.00030876184132454004,0.4973858821648413,0.0009151925776937185,0.6245950261694108,0.0008579765591916266
5006,11769,28.54201579093933,10.471034526824951,144.4743616580963,2.3365020751953125e-05,all,randomforest-100,umap-5-all,no_transform.0,5,realworld,"kuhar, wisdm",wisdm,5,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,0.6342721768886549,0.0019310004667348459,0.45676345034218635,0.0013698567808376747,0.6342721768886549,0.0019310004667348459,0.6381393223738099,0.0019281119988044993
5007,6792,30.94916033744812,20.342461585998535,120.21587324142456,2.7418136596679688e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, motionsense","motionsense, wisdm",realworld,3,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,0.38600401606425705,0.0019578055811303023,0.2939501496213201,0.0014031528798551275,0.386004016064257,0.0019578055811302975,0.3429418412248735,0.0016370116931643407
5008,6377,21.36212682723999,19.726923942565918,57.02735161781311,2.5033950805664062e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, wisdm","kuhar, wisdm",wisdm,3,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.7120294814424849,0.0010100860149697313,0.5116816224207039,0.0008827866495506825,0.7120294814424849,0.001010086014969792,0.7151609881034711,0.0012418160014578072
5009,1453,23.25269365310669,28.888583421707153,130.04645991325378,2.4557113647460938e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, motionsense","motionsense, realworld",kuhar,2,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0.4327976190476191,0.004722305588166363,0.4249916521719698,0.004548156294004255,0.4327976190476191,0.004722305588166375,0.4249916521719698,0.004548156294004248
5010,5401,4.541526794433594,23.355393171310425,28.747604846954346,2.6226043701171875e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,kuhar,kuhar,kuhar,3,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5011,4753,13.852145433425903,37.61095404624939,104.35618042945862,2.5272369384765625e-05,all,randomforest-100,umap-3-all,no_transform.0,5,"kuhar, motionsense","kuhar, realworld",wisdm,3,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.3449986838641748,0.005016118077453697,0.2707662134377493,0.0024387186346531368,0.3449986838641748,0.005016118077453697,0.37863208829211525,0.0033766956556697215
5012,7242,9.052206039428711,19.490233659744263,68.76467084884644,2.8371810913085938e-05,all,randomforest-100,umap-4-all,no_transform.0,5,"kuhar, motionsense",kuhar,motionsense,4,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.32704852824184566,0.006317698880438993,0.28430347960513935,0.006251647570458342,0.32704852824184566,0.006317698880438993,0.28430347960513935,0.006251647570458339
5013,8700,20.12899160385132,20.689384698867798,216.40657424926758,2.4557113647460938e-05,all,randomforest-100,umap-4-all,no_transform.0,5,kuhar,"motionsense, realworld",wisdm,4,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0.4020268491708344,0.0008149421205797667,0.3147021324759847,0.0007830246074245352,0.4020268491708344,0.0008149421205797652,0.44035802065294627,0.0011072116527828225
5014,559,15.021795988082886,27.943023681640625,95.21419715881348,3.0994415283203125e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, realworld",realworld,kuhar,2,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.48119047619047617,0.009201002484078473,0.48636544491195616,0.009800001333563685,0.48119047619047617,0.009201002484078473,0.48636544491195616,0.009800001333563653
5015,612,22.40701198577881,29.932742834091187,193.65540051460266,3.504753112792969e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, motionsense",realworld,wisdm,2,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.26855751513556203,0.0018825803680904134,0.2195926897689823,0.0019959207978543702,0.26855751513556203,0.0018825803680904134,0.30881674990164354,0.002837981876784177
5016,1709,20.491055965423584,12.844880104064941,74.99288058280945,2.9802322387695312e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"wisdm, realworld","wisdm, realworld",wisdm,2,False,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0.642708607528297,0.0004645791680632374,0.4693977872755678,0.00034085202518453593,0.642708607528297,0.0004645791680632374,0.6557643749335023,0.00047467993465345493
5017,1280,51.84134888648987,22.032021522521973,127.25893020629883,2.5033950805664062e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, realworld","motionsense, wisdm",kuhar,2,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,0.3570238095238095,0.0010240863413145946,0.30718312258838665,0.0008257626209953647,0.3570238095238095,0.00102408634131458,0.35838030968645107,0.0009633897244946194
5018,1088,34.55957055091858,19.889933824539185,111.4252417087555,2.4557113647460938e-05,all,randomforest-100,umap-2-all,no_transform.0,5,wisdm,"kuhar, realworld",kuhar,2,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0.5292857142857142,0.0023555189211201554,0.528187925704535,0.0023557544498802228,0.5292857142857142,0.0023555189211201554,0.528187925704535,0.0023557544498802228
5019,3396,16.80564045906067,22.020546674728394,193.40128207206726,2.8371810913085938e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,wisdm,"motionsense, realworld",extrasensory,2,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0.2944200175873371,0.0031477837540279203,0.1009866855733211,0.0009404770809262267,0.2944200175873371,0.0031477837540279203,0.4287304137724203,0.0037987227714018548
5020,1930,3.0406429767608643,26.03212022781372,66.08753442764282,2.956390380859375e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,realworld,kuhar,realworld,2,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.42150602409638555,0.0032206231304161854,0.41580872900819454,0.002984715069963174,0.42150602409638555,0.0032206231304161897,0.41580872900819443,0.0029847150699632043
5021,10900,4.528092622756958,11.121134519577026,65.72971057891846,3.0040740966796875e-05,all,randomforest-100,umap-5-all,no_transform.0,5,realworld,kuhar,uci,5,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0.3924647887323943,0.0014189747661697083,0.30689959234250064,0.0011676051980285954,0.3924647887323943,0.0014189747661697205,0.36827951081100074,0.001401126237634296
5022,4690,13.115171670913696,28.860084056854248,88.06971263885498,2.5510787963867188e-05,all,randomforest-100,umap-3-all,no_transform.0,5,realworld,"kuhar, realworld",kuhar,3,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0.5383333333333333,0.00564817912584595,0.5450321828467354,0.005707667935763034,0.5383333333333333,0.00564817912584595,0.5450321828467354,0.00570766793576301
5023,7203,5.769424676895142,11.155489921569824,48.92636704444885,2.2411346435546875e-05,all,randomforest-100,umap-4-all,no_transform.0,5,motionsense,kuhar,kuhar,4,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.5677380952380953,0.003306653431507405,0.5680966276504613,0.0034767032908756016,0.5677380952380953,0.003306653431507405,0.5680966276504613,0.003476703290875561
5024,2320,21.77146339416504,36.87624955177307,211.59589982032776,3.075599670410156e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,realworld,wisdm,extrasensory,2,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.42854744583899596,0.002329550726054433,0.1710597614151152,0.000593459395588392,0.42854744583899596,0.002329550726054446,0.5620586704445107,0.0021728325852253265
5025,2307,16.91936993598938,20.757446765899658,177.85975766181946,3.075599670410156e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"wisdm, realworld",wisdm,realworld,2,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.40851405622489956,0.0023300095910619026,0.3063203626726542,0.0021120374848976192,0.40851405622489956,0.0023300095910619026,0.35737375645142994,0.0024640437323805455
5026,5208,15.988545417785645,12.529944896697998,137.17982268333435,2.3365020751953125e-05,all,randomforest-100,umap-3-all,no_transform.0,5,"kuhar, realworld","motionsense, realworld",extrasensory,3,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,0.5642417459429211,0.006461673908853004,0.1449461626543641,0.00842003504135706,0.5642417459429211,0.006461673908853004,0.6723816508648122,0.005288496526144886
5027,1402,29.256726503372192,25.445889949798584,102.84828162193298,3.0994415283203125e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"motionsense, wisdm","motionsense, wisdm",realworld,2,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,0.27220883534136553,0.0012004606568381533,0.22089437631203585,0.0010444875219864128,0.27220883534136553,0.0012004606568381533,0.25771010569737524,0.0012185687756507864
5028,2952,18.835200309753418,30.79797124862671,165.71257734298706,3.337860107421875e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"kuhar, motionsense","kuhar, realworld",wisdm,2,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.36401684653856275,0.000753308134838344,0.27250427057222304,0.0007494928355380967,0.3640168465385628,0.000753308134838339,0.38107454518991835,0.0010601007924555211
5029,766,14.129006624221802,28.087852716445923,129.67479801177979,2.2411346435546875e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, wisdm","kuhar, motionsense",motionsense,2,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.6311058074781226,0.002825024805817771,0.6320945573458022,0.0028936631271092297,0.6311058074781226,0.002825024805817771,0.6320945573458022,0.002893663127109288
5030,3208,33.03648114204407,18.092694520950317,164.98279857635498,2.8371810913085938e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"wisdm, realworld","motionsense, wisdm",realworld,2,True,True,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,0.45140562248995986,0.0016226589438423263,0.343668506735868,0.0024762056515770362,0.45140562248995986,0.0016226589438423263,0.40094659119184595,0.0028889065935065817
5031,11520,9.762656211853027,11.016979932785034,81.28152680397034,3.24249267578125e-05,all,randomforest-100,umap-5-all,no_transform.0,5,kuhar,"kuhar, motionsense",kuhar,5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.6538690476190476,0.00304678187906421,0.6416090812397371,0.003173773596747367,0.6538690476190476,0.00304678187906421,0.6416090812397371,0.0031737735967473685
5032,5656,4.069790363311768,13.677520275115967,64.28089427947998,2.5272369384765625e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, wisdm",motionsense,wisdm,3,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.5763490392208477,0.0019861880698037178,0.41714329354878626,0.001296805726149468,0.5763490392208477,0.0019861880698037178,0.5836569981834762,0.0018324621261066214
5033,347,13.753640174865723,59.17134499549866,193.97603631019592,2.193450927734375e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, wisdm",motionsense,extrasensory,2,False,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.19214965225037972,0.0009361802611909803,0.09121918655688271,0.0002963401465958544,0.19214965225037972,0.000936180261190976,0.31057315532766144,0.0011492015511044412
5034,12066,35.206745624542236,11.611435651779175,79.82891392707825,2.5272369384765625e-05,all,randomforest-100,umap-5-all,no_transform.0,5,wisdm,"motionsense, wisdm",kuhar,5,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0.32142857142857145,0.002170783634382212,0.2600162329752772,0.0016351976366824718,0.32142857142857145,0.002170783634382212,0.30335227180449004,0.0019077305761295781
5035,10329,29.180358409881592,10.95559811592102,145.0259928703308,2.09808349609375e-05,all,randomforest-100,umap-4-all,with_fft_all.0,5,realworld,"motionsense, wisdm",wisdm,4,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,0.6031587259805212,0.0022806017377848616,0.43580687209851987,0.0015635970117162396,0.6031587259805212,0.0022806017377848616,0.6089106863177239,0.0021963989592134257
5036,206,18.97720170021057,39.223745584487915,122.21597385406494,2.288818359375e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"motionsense, realworld",motionsense,kuhar,2,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.32976190476190476,0.0015860610231516882,0.2683906942492629,0.0018749413410120857,0.32976190476190476,0.0015860610231516882,0.2683906942492629,0.001874941341012057
5037,12970,19.240398645401,12.082395076751709,90.45243883132935,2.7179718017578125e-05,all,randomforest-100,umap-5-all,with_fft_all.0,5,realworld,wisdm,kuhar,5,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.40928571428571436,0.003498258394027415,0.2800548832102918,0.0017731470012005226,0.40928571428571436,0.003498258394027415,0.32673069707867375,0.002068671501400622
5038,5148,17.977160453796387,13.153447151184082,90.45077013969421,3.0279159545898438e-05,all,randomforest-100,umap-3-all,no_transform.0,5,"kuhar, realworld","motionsense, realworld",uci,3,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0.43753521126760564,0.004841261195013317,0.34839530931923496,0.004215217886521001,0.43753521126760564,0.004841261195013317,0.41807437118308177,0.0050582614638252045
5039,4869,22.007993936538696,16.486717224121094,128.62417221069336,2.5987625122070312e-05,all,randomforest-100,umap-3-all,no_transform.0,5,realworld,"motionsense, wisdm",kuhar,3,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,0.39142857142857146,0.002730320224090398,0.28305159233158195,0.002435775380921503,0.39142857142857146,0.0027303202240904116,0.3302268577201789,0.0028417379444084373
5040,6017,14.436647415161133,33.64035677909851,93.33040642738342,2.8848648071289062e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, wisdm",realworld,wisdm,3,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.3285996314819689,0.0079247990604422,0.246073128827611,0.0034652501033148975,0.3285996314819689,0.0079247990604422,0.3435285067856858,0.0048191671871672045
5041,1906,9.840365171432495,32.7223174571991,71.66782116889954,2.2411346435546875e-05,all,randomforest-100,umap-2-all,with_fft_all.0,5,"kuhar, wisdm",kuhar,uci,2,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.40471830985915497,0.003974976279343681,0.33145685515206674,0.003320270447956301,0.40471830985915497,0.003974976279343672,0.3977482261824801,0.003984324537547571
5042,4149,22.48024559020996,22.25606417655945,58.21446871757507,2.5272369384765625e-05,all,randomforest-100,umap-3-all,no_transform.0,5,realworld,realworld,kuhar,3,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.41988095238095247,0.003106663893023772,0.4169771246925219,0.00340166805174719,0.41988095238095247,0.0031066638930237742,0.4169771246925219,0.003401668051747199
5043,7692,23.20022487640381,9.668341159820557,117.92296814918518,2.6702880859375e-05,all,randomforest-100,umap-4-all,no_transform.0,5,"kuhar, motionsense",wisdm,realworld,4,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.40166666666666667,0.002241992825620057,0.30966856963147593,0.0014737384160199212,0.40166666666666667,0.002241992825620061,0.3612799979033886,0.0017193614853565737
5044,50,8.71432375907898,46.85104274749756,227.4414176940918,2.2411346435546875e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"kuhar, realworld",kuhar,motionsense,2,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.4136038186157518,0.0015281919421080794,0.3902389555367435,0.0017571230024636508,0.4136038186157519,0.0015281919421080642,0.3902389555367435,0.0017571230024636532
5045,4254,14.12857174873352,34.95712876319885,83.11315631866455,2.9087066650390625e-05,all,randomforest-100,umap-3-all,no_transform.0,5,"motionsense, realworld",realworld,uci,3,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.4373943661971831,0.002033736489886449,0.3310451463713614,0.001794876156311855,0.4373943661971831,0.002033736489886449,0.3972541756456337,0.002153851387574242
5046,630,16.326213359832764,35.77069854736328,255.69464874267578,2.86102294921875e-05,all,randomforest-100,umap-2-all,no_transform.0,5,kuhar,realworld,uci,2,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.3554929577464788,0.0030744901342173534,0.3030071007422839,0.0028074620684918196,0.3554929577464788,0.0030744901342173534,0.36360852089074064,0.0033689544821901597
5047,7032,21.47471046447754,13.821467161178589,119.32306170463562,2.8133392333984375e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, motionsense","wisdm, realworld",kuhar,3,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0.43982142857142853,0.0038178851692439505,0.36173289697145067,0.0035162967940291483,0.43982142857142853,0.0038178851692439505,0.422021713133359,0.0041023462597006575
5048,5535,3.5200979709625244,23.546508073806763,89.96087288856506,2.7894973754882812e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"kuhar, wisdm",kuhar,realworld,3,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.4556425702811245,0.0012482144793510197,0.4606669647421291,0.0015324909756357001,0.4556425702811245,0.0012482144793510004,0.4606669647421292,0.0015324909756356956
5049,507,36.538028955459595,38.74576187133789,198.35093760490417,2.9087066650390625e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"wisdm, realworld",wisdm,realworld,2,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.3903212851405622,0.0025884149468790377,0.2894948739488371,0.002037237534242883,0.39032128514056225,0.0025884149468790624,0.3377440196069766,0.0023767771232833627
5050,1497,21.577024221420288,45.800715923309326,155.06790924072266,2.9087066650390625e-05,all,randomforest-100,umap-2-all,no_transform.0,5,"wisdm, realworld","motionsense, realworld",motionsense,2,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,0.609546539379475,0.001345388585941749,0.6117036492836209,0.0012907280318134374,0.609546539379475,0.001345388585941749,0.6117036492836209,0.0012907280318134374
5051,11508,11.506301403045654,12.927277565002441,173.40017652511597,2.5033950805664062e-05,all,randomforest-100,umap-5-all,no_transform.0,5,"kuhar, realworld",realworld,extrasensory,5,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.5798065392917101,0.003831286856606227,0.1549689966003035,0.000690854662725377,0.5798065392917101,0.003831286856606227,0.6837357219128715,0.002524802122150914
5052,8770,19.81146001815796,20.34591245651245,57.06714177131653,2.3365020751953125e-05,all,randomforest-100,umap-4-all,no_transform.0,5,realworld,"motionsense, realworld",realworld,4,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,0.661004016064257,0.0014376724754754126,0.6607665890814818,0.001453046670573588,0.661004016064257,0.0014376724754754126,0.6607665890814819,0.0014530466705736306
5053,12783,4.825277090072632,8.371764659881592,26.044050931930542,2.4318695068359375e-05,all,randomforest-100,umap-5-all,with_fft_all.0,5,motionsense,motionsense,kuhar,5,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.24470238095238095,0.001895438491439365,0.17084486154386055,0.0018219200157660342,0.24470238095238095,0.001895438491439365,0.17084486154386055,0.00182192001576603
5054,13337,16.415011405944824,13.937525272369385,66.68624639511108,2.5272369384765625e-05,all,randomforest-100,umap-5-all,with_fft_all.0,5,"kuhar, wisdm","kuhar, motionsense",kuhar,5,False,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.8338095238095239,0.002845960259019495,0.8337069653955155,0.0028413830338152803,0.8338095238095239,0.002845960259019496,0.8337069653955155,0.0028413830338153197
5055,11864,27.84187912940979,16.39414095878601,132.62624096870422,2.6226043701171875e-05,all,randomforest-100,umap-5-all,no_transform.0,5,"kuhar, motionsense","kuhar, wisdm",extrasensory,5,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.22921096810296587,0.001740213095622928,0.1008339020153622,0.0010779179401923778,0.22921096810296585,0.0017402130956229338,0.3587250476472107,0.002254040679654982
5056,5726,3.432596206665039,13.195420980453491,64.08546090126038,2.2172927856445312e-05,all,randomforest-100,umap-3-all,with_fft_all.0,5,"motionsense, realworld",motionsense,realworld,3,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.38646586345381523,0.002414152398736618,0.3380168335835138,0.0014004639582631557,0.38646586345381523,0.00241415239873661,0.3380168335835139,0.001400463958263146
